x ||x||
1349 23
1733 23
1253 23
1181 23
1229 23
1373 23
1517 23
1949 23
1069 23
1049 23
1193 23
1337 23
1409 23
1289 23
1545 23
1257 23
1129 23
1329 23
1553 23
1361 23
1745 23
1457 23
1569 23
1761 23
1473 23
1601 23
1793 23
2049 23
2305 23
1921 23
1633 23
1825 23
2017 23
2593 23
1393 23
1585 23
1777 23
1489 23
1873 23
2161 23
1681 23
1273 23
1561 23
1753 23
1969 23
1801 23
1481 23
1401 23
1213 23
1357 23
1549 23
1741 23
1453 23
1237 23
1381 23
1525 23
1957 23
1765 23
1981 23
1657 23
1837 23
2053 23
2269 23
2917 23
1501 23
1429 23
1597 23
1641 23
1293 23
1471 23
1327 23
1207 23
1255 23
1543 23
1735 23
1447 23
1951 23
1195 23
1339 23
1411 23
1627 23
1483 23
1495 23
1747 23
1531 23
1963 23
1423 23
1639 23
1279 23
1567 23
1783 23
1999 23
1675 23
2107 23
2431 23
1891 23
1711 23
1291 23
1651 23
1555 23
1451 23
1211 23
1271 23
1631 23
1331 23
1527 23
1259 23
1006 23
958 23
1174 23
1318 23
1354 23
1114 23
934 23
1246 23
1705 23
2191 23
1234 23
1342 23
1738 23
1522 23
1954 23
1414 23
2197 23
1432 23
1756 23
1972 23
1648 23
2215 23
2026 23
1666 23
1396 23
1576 23
1276 23
1636 23
1366 23
1426 23
1534 23
1723 23
1132 23
1286 23
1076 23
1268 23
1709 23
1418 23
1388 23
1559 23
1070 23
1546 23
1362 23
1570 23
1762 23
1474 23
1602 23
1794 23
2050 23
2306 23
1922 23
1634 23
1826 23
2018 23
2594 23
1586 23
1778 23
1490 23
1874 23
2162 23
1682 23
1562 23
1754 23
1970 23
1802 23
1402 23
1214 23
1550 23
1742 23
1454 23
1238 23
1382 23
1958 23
1766 23
1982 23
1658 23
1838 23
2054 23
2270 23
2918 23
1502 23
1598 23
1642 23
1294 23
1340 23
1412 23
1628 23
1484 23
1496 23
1748 23
1532 23
1964 23
1424 23
1784 23
2000 23
1676 23
2108 23
2432 23
1892 23
1712 23
1652 23
1556 23
1528 23
1364 23
1572 23
1604 23
1796 23
1668 23
2308 23
1924 23
1828 23
2020 23
2596 23
1588 23
1780 23
1492 23
1876 23
2164 23
1684 23
1564 23
1804 23
1384 23
1960 23
1420 23
1768 23
1984 23
1660 23
1840 23
2056 23
2272 23
2920 23
1504 23
1644 23
1608 23
1672 23
2312 23
1928 23
1832 23
2024 23
2600 23
1592 23
1880 23
2168 23
1688 23
1976 23
1808 23
1616 23
2064 23
2320 23
1936 23
2032 23
2608 23
1888 23
2176 23
1696 23
2080 23
2336 23
1856 23
2624 23
2112 23
2368 23
2560 23
3072 23
2688 23
3456 23
2496 23
2880 23
2240 23
2400 23
2352 23
2640 23
2208 23
2448 23
2736 23
3024 23
3888 23
1904 23
2128 23
1992 23
1848 23
2328 23
2040 23
2616 23
1896 23
2184 23
2088 23
2376 23
2664 23
2232 23
2808 23
3240 23
2520 23
2280 23
1720 23
2200 23
2072 23
1788 23
1932 23
2316 23
2028 23
2604 23
1884 23
2172 23
1692 23
1812 23
2928 23
1908 23
2340 23
2628 23
2952 23
2700 23
2220 23
1860 23
2100 23
1716 23
1940 23
1700 23
2180 23
1580 23
1820 23
1900 23
2044 23
2296 23
1508 23
1612 23
1758 23
1398 23
1974 23
1590 23
1830 23
1926 23
2310 23
2022 23
2598 23
1878 23
2166 23
1686 23
1806 23
1770 23
1986 23
1662 23
1842 23
2058 23
2274 23
2922 23
1506 23
1434 23
2004 23
2436 23
1818 23
2034 23
2322 23
2610 23
2178 23
1854 23
2070 23
2286 23
2934 23
2124 23
2646 23
2970 23
2484 23
2754 23
3078 23
3402 23
4374 23
2250 23
2142 23
2394 23
2460 23
1938 23
1610 23
1930 23
1690 23
2170 23
1810 23
1510 23
1390 23
2440 23
1850 23
1750 23
1582 23
2030 23
1694 23
2282 23
1862 23
1606 23
1898 23
2132 23
1870 23
2090 23
1491 23
1383 23
1707 23
2193 23
1077 23
1551 23
1743 23
1239 23
1959 23
1419 23
1563 23
1587 23
1779 23
1827 23
1923 23
2307 23
2019 23
2595 23
1875 23
2163 23
1683 23
1803 23
1767 23
1983 23
1659 23
1839 23
2055 23
2271 23
2919 23
1503 23
1599 23
1497 23
1389 23
1749 23
1965 23
1785 23
2001 23
1677 23
2109 23
2433 23
1893 23
1713 23
1653 23
1557 23
2199 23
2217 23
1578 23
1725 23
1719 23
2205 23
1773 23
1989 23
1809 23
1593 23
1881 23
2313 23
2601 23
2169 23
1845 23
2061 23
2277 23
2925 23
1791 23
2007 23
2115 23
2439 23
1899 23
2223 23
2241 23
1863 23
2079 23
2619 23
2295 23
2943 23
2133 23
2457 23
1917 23
2349 23
2673 23
2997 23
2511 23
3159 23
3645 23
2835 23
2565 23
1935 23
2475 23
2331 23
1695 23
2175 23
1815 23
1905 23
2445 23
1995 23
1617 23
2037 23
2289 23
1911 23
2145 23
1887 23
1581 23
1645 23
1605 23
1925 23
1685 23
2165 23
1565 23
1805 23
1505 23
1475 23
1655 23
1385 23
1535 23
1715 23
1895 23
2435 23
1670 23
1435 23
1615 23
1547 23
1799 23
2023 23
1687 23
1603 23
1771 23
2275 23
1897 23
1421 23
1813 23
1595 23
1133 23
1397 23
1885 23
1573 23
2119 23
1649 23
1853 23
1343 23
1577 23
1843 23
2071 23
1247 23
1591 23
2035 23
1223 24
1319 24
1706 24
2192 24
1739 24
1523 24
1955 24
1415 24
2198 24
1433 24
1757 24
1973 24
2216 24
2027 24
1667 24
1277 24
1637 24
1367 24
1427 24
1724 24
1363 24
1571 24
1763 24
1795 24
2051 24
1403 24
1643 24
1529 24
1797 24
1669 24
2309 24
1829 24
2021 24
2597 24
1589 24
1781 24
1493 24
1877 24
1961 24
1769 24
1985 24
1661 24
1841 24
2057 24
2273 24
2921 24
1609 24
1673 24
1929 24
1833 24
1689 24
1977 24
2065 24
2321 24
1937 24
2033 24
2609 24
1889 24
2177 24
1697 24
2081 24
2337 24
1857 24
2625 24
2113 24
2369 24
2561 24
3073 24
2689 24
3457 24
2497 24
2881 24
2401 24
2353 24
2641 24
2209 24
2449 24
2737 24
3025 24
3889 24
2129 24
1993 24
1849 24
2329 24
2041 24
2617 24
2185 24
2089 24
2377 24
2665 24
2233 24
2809 24
3241 24
2521 24
2281 24
1721 24
2201 24
2073 24
1789 24
1933 24
2317 24
2029 24
2605 24
2173 24
1693 24
2929 24
1909 24
2341 24
2629 24
2953 24
2701 24
2221 24
1861 24
2101 24
1717 24
1941 24
2181 24
1821 24
1901 24
2045 24
2297 24
1509 24
1613 24
1759 24
1399 24
1975 24
1831 24
1927 24
2311 24
2599 24
1879 24
2167 24
1807 24
1987 24
1663 24
2059 24
2923 24
1507 24
2005 24
2437 24
1819 24
2323 24
2611 24
2179 24
1855 24
2287 24
2935 24
2125 24
2647 24
2971 24
2485 24
2755 24
3079 24
3403 24
4375 24
2251 24
2143 24
2395 24
2461 24
1939 24
1611 24
1931 24
1691 24
2171 24
1811 24
1511 24
1391 24
2441 24
1851 24
1751 24
1583 24
2031 24
2283 24
1607 24
1871 24
2091 24
2194 24
1498 24
1966 24
1786 24
2002 24
1678 24
2110 24
2434 24
1894 24
1714 24
1654 24
2218 24
1579 24
1726 24
2206 24
1774 24
1990 24
1594 24
1882 24
2314 24
2602 24
1846 24
2062 24
2278 24
2926 24
2008 24
2116 24
2224 24
2242 24
1864 24
2620 24
2944 24
2134 24
2458 24
1918 24
2350 24
2674 24
2998 24
2512 24
3160 24
3646 24
2836 24
2566 24
2476 24
2332 24
1816 24
1906 24
2446 24
1996 24
1618 24
2038 24
2290 24
1912 24
2146 24
1646 24
1671 24
1436 24
1772 24
2276 24
1814 24
1886 24
1574 24
2120 24
1844 24
2036 24
1798 24
1834 24
1978 24
2066 24
1698 24
2082 24
2338 24
1858 24
2626 24
2114 24
2370 24
2562 24
3074 24
2690 24
3458 24
2498 24
2882 24
2402 24
2354 24
2642 24
2210 24
2450 24
2738 24
3026 24
3890 24
2130 24
1994 24
2330 24
2042 24
2618 24
2186 24
2378 24
2666 24
2234 24
2810 24
3242 24
2522 24
2202 24
2074 24
1790 24
1934 24
2318 24
2606 24
2174 24
2930 24
1910 24
2342 24
2630 24
2954 24
2702 24
2222 24
2102 24
1718 24
1942 24
2182 24
1822 24
1902 24
2046 24
2298 24
1614 24
1988 24
2060 24
2924 24
2006 24
2438 24
2324 24
2612 24
2288 24
2936 24
2126 24
2648 24
2972 24
2486 24
2756 24
3080 24
3404 24
4376 24
2252 24
2144 24
2396 24
2462 24
2442 24
1852 24
2284 24
2092 24
2068 24
2084 24
2372 24
2564 24
3076 24
2692 24
3460 24
2500 24
2884 24
2244 24
2404 24
2356 24
2644 24
2212 24
2452 24
2740 24
3028 24
3892 24
2380 24
2668 24
2236 24
2812 24
3244 24
2524 24
2204 24
2076 24
2932 24
2344 24
2632 24
2956 24
2704 24
2104 24
2300 24
2568 24
2696 24
3464 24
2504 24
2888 24
2248 24
2408 24
2360 24
2456 24
2744 24
3032 24
3896 24
2136 24
2096 24
2384 24
2672 24
2816 24
3248 24
2528 24
2576 24
3088 24
3472 24
2896 24
2256 24
2416 24
2656 24
2464 24
2752 24
3040 24
3904 24
3104 24
2720 24
3488 24
2912 24
3136 24
3520 24
3200 24
3584 24
3328 24
4096 24
4608 24
3840 24
3264 24
3648 24
4032 24
5184 24
2784 24
3168 24
3552 24
2976 24
3744 24
4320 24
3360 24
2544 24
3120 24
3504 24
3936 24
3600 24
2960 24
2480 24
2800 24
2424 24
2712 24
3096 24
3480 24
2904 24
2472 24
2760 24
3048 24
3912 24
2832 24
3528 24
3960 24
3312 24
3672 24
4104 24
4536 24
5832 24
3000 24
2856 24
3192 24
3280 24
2584 24
2292 24
2940 24
2364 24
2652 24
2412 24
2508 24
3084 24
3468 24
2892 24
2748 24
3036 24
3900 24
2388 24
2676 24
2820 24
3252 24
2532 24
2964 24
2988 24
2772 24
3492 24
3060 24
3924 24
2844 24
3276 24
2556 24
3132 24
3564 24
3996 24
3348 24
4212 24
4860 24
3780 24
3420 24
2580 24
3300 24
3108 24
2260 24
2900 24
2420 24
2540 24
3260 24
2660 24
2156 24
2716 24
3052 24
2548 24
2860 24
2392 24
2516 24
2010 24
2118 24
2334 24
2622 24
2358 24
2406 24
2694 24
2502 24
3462 24
2886 24
2454 24
2742 24
3030 24
3894 24
2094 24
2382 24
2670 24
2238 24
2814 24
3246 24
2526 24
1914 24
2346 24
2634 24
2958 24
2706 24
2226 24
1866 24
2490 24
3408 24
4380 24
2148 24
2466 24
2682 24
2898 24
3474 24
3042 24
3906 24
2826 24
3258 24
2538 24
2718 24
4392 24
2862 24
3510 24
3942 24
3294 24
4428 24
4050 24
3330 24
2790 24
3150 24
2574 24
2910 24
2550 24
3270 24
2730 24
2850 24
3066 24
3444 24
2262 24
2418 24
2570 24
2890 24
2410 24
2530 24
3250 24
2230 24
2710 24
2470 24
2150 24
2750 24
2590 24
2086 24
2254 24
2366 24
3038 24
2534 24
3416 24
2398 24
2158 24
2834 24
2482 24
2788 24
2014 24
2774 24
3116 24
2294 24
1437 24
2319 24
2607 24
2067 24
2931 24
2043 24
2355 24
2643 24
2211 24
2403 24
2691 24
2499 24
3075 24
3459 24
2883 24
2451 24
2739 24
3027 24
3891 24
2379 24
2667 24
2235 24
2811 24
3243 24
2523 24
2343 24
2631 24
2955 24
2703 24
2103 24
2325 24
2613 24
2937 24
2127 24
2649 24
2973 24
2487 24
2757 24
3081 24
3405 24
4377 24
2253 24
2397 24
2463 24
2946 24
2514 24
3162 24
2838 24
2478 24
2637 24
2097 24
2961 24
2385 24
2745 24
2889 24
3465 24
3033 24
3897 24
2817 24
3249 24
2529 24
2709 24
2655 24
2979 24
2493 24
2763 24
3087 24
3411 24
4383 24
2259 24
2151 24
3006 24
3654 24
2727 24
3051 24
3483 24
3915 24
3267 24
2781 24
3105 24
3429 24
4401 24
3186 24
3321 24
3969 24
4455 24
3726 24
4131 24
4617 24
5103 24
6561 24
3375 24
3213 24
3591 24
3285 24
3690 24
2583 24
2907 24
2415 24
2895 24
2535 24
3255 24
2715 24
2265 24
2085 24
3660 24
2775 24
2121 24
1869 24
2373 24
3045 24
2541 24
3423 24
2793 24
2409 24
2013 24
2847 24
3198 24
2805 24
3135 24
2245 24
2885 24
2405 24
2285 24
2525 24
3245 24
2225 24
1865 24
2345 24
2705 24
2105 24
2195 24
1835 24
2465 24
2255 24
1775 24
2075 24
2840 24
3650 24
2425 24
2725 24
2375 24
2555 24
2135 24
2870 24
2015 24
2303 24
2247 24
2695 24
2359 24
3031 24
2527 24
1967 24
2149 24
2653 24
3409 24
2842 24
2009 24
2261 24
2123 24
1859 24
2387 24
1727 24
1991 24
2684 24
2093 24
2509 24
2821 24
3172 24
2159 24
2771 24
1919 24
2147 24
2299 24
2413 24
3097 24
1679 24
2117 24
2257 24
3034 24
2263 24
2542 24
2365 24
1499 25
1787 25
2003 25
2111 25
2219 25
2207 25
1883 25
2315 25
2603 25
1847 25
2063 25
2279 25
2927 25
2243 25
2621 25
2945 25
2459 25
2351 25
2675 25
2999 25
2513 25
3161 25
3647 25
2837 25
2567 25
2477 25
2333 25
1817 25
1907 25
2447 25
1997 25
1619 25
2039 25
2291 25
1913 25
1979 25
1699 25
2083 25
2339 25
2627 25
2371 25
2563 25
2131 25
2203 25
1943 25
2183 25
1823 25
1903 25
2047 25
2443 25
2069 25
3077 25
2693 25
3461 25
2501 25
2357 25
2645 25
2213 25
2453 25
2741 25
3029 25
3893 25
2381 25
2669 25
2237 25
2813 25
2077 25
2933 25
2633 25
2957 25
2301 25
2569 25
2697 25
2505 25
2249 25
2361 25
2137 25
2577 25
3089 25
3473 25
2897 25
2417 25
2657 25
2753 25
3041 25
3905 25
2721 25
3489 25
2913 25
3137 25
3521 25
3201 25
3585 25
3329 25
4097 25
4609 25
3841 25
3265 25
3649 25
4033 25
5185 25
2785 25
3169 25
3553 25
2977 25
3745 25
4321 25
3361 25
2545 25
3121 25
3505 25
3937 25
3601 25
2481 25
2801 25
2713 25
3481 25
2905 25
2473 25
2761 25
3049 25
3913 25
2833 25
3529 25
3961 25
3313 25
3673 25
4105 25
4537 25
5833 25
3001 25
2857 25
3193 25
3281 25
2585 25
2293 25
2941 25
3085 25
3469 25
2893 25
2749 25
3037 25
3901 25
2389 25
2677 25
3253 25
2533 25
2965 25
2989 25
2773 25
3493 25
3061 25
3925 25
2845 25
3277 25
2557 25
3133 25
3565 25
3997 25
3349 25
4213 25
4861 25
3781 25
3421 25
2581 25
3301 25
3109 25
2901 25
2421 25
3261 25
2661 25
2157 25
2717 25
3053 25
2549 25
2861 25
2393 25
2517 25
2011 25
2335 25
2623 25
2407 25
2503 25
3463 25
2887 25
2455 25
2743 25
3895 25
2095 25
2383 25
2671 25
2239 25
2815 25
3247 25
1915 25
2347 25
2635 25
2959 25
2707 25
