x y
31 8
31 7
31 6
31 7
31 7
31 7
31 6
31 6
31 7
31 7
31 6
31 7
31 8
31 6
31 7
31 7
31 6
31 7
31 6
31 7
31 6
31 7
31 6
31 7
31 6
31 7
31 9
